kana	english	common	part
しょうぐん	general, shogun	将軍	n.
せいしょうねん	young people, juvenile	青少年	n.
ひじ	elbow	肘	n.
のべ々	on and on, dragging on  その会議は延々五時間続いた。 — The	延々	adv.
しょっき	dish	食器	n.
ひきつける	attract	引き付ける	v.
ふかさ	depth	深さ	n.
～さん		～さん	
パスポート	passport	パスポート	n.
ぼろぼろ	ragged, worn out	ぼろぼろ	na-adj.
いつころ	around what time	いつ頃	n.
におも	double	二重	n.
さいたま	Saitama	埼玉	n.
いたずら(する)	mischief,  trick, joke	いたずら(する)	n.
うけつける	accept	受け付ける	v.
こねる	knead, squeeze, work	こねる	v.
はう	creep, crawl	這う	v.
ふらふら(する)	aimlessly, unsteadily ;  unsteady on one’s feet	ふらふら(する)	adv.; na-adj.
ささげる	offer, dedicate, sacrifice	捧げる	v.
いざかや	(Japanese style) bar, tavern	居酒屋	n.
みおろす	look down, overlook	見下ろす	v.
いっかん	consistency	一貫	n.
ぶんけん	literature	文献	n.
やがる	VERB SUFFIX (vulgarism)	やがる	aux.
ワープロ	word processor	ワープロ	n.
ぞう	elephant	象	n.
きょうかん(する)	sympathy	共感(する)	n.
ズボン	pants, trousers	ズボン	n.
じんそく	quick, swift	迅速	na-adj.
とうふ	tofu, bean curd	豆腐	n.
しかい(する)	host, emcee	司会(する)	n.
こううん	(good) luck, fortune	幸運	n.
かんわ(する)	relaxation, relief	緩和(する)	n.
てっぱん	hot plate, iron plate	鉄板	n.
あける	begin, dawn, break	明ける	v.
はんろん(する)	argument, objection	反論(する)	n.
ひっくりかえす	overturn, upset, turn over	引っ繰り返す	v.
もうかる	profit, gain	儲かる	v.
ひさびさ	,	久々	n.
こうりょく	effect	効力	n.
かれる	wither, die	枯れる	v.
きずな	tie, bond	絆	n.
あいしょう	compatibility	相性	n.
さんぶん	three minutes	三分	n.
すなはま	beach, sand	砂浜	n.
せめる	accuse, blame	責める	v.
さんかひ	participation fee	参加費	n.
いど	well	井戸	n.
ごじゅうだい	fifties	五十代	n.
さいむ	debt, obligation	債務	n.
きよ(する)	contribution	寄与(する)	n.
しゃたく	company housing	社宅	n.
かき	the following, mentioned below	下記	n.
いいんなが	chairperson	委員長	n.
やり	spear	槍	n.
くわえる	take, hold	くわえる	v.
てんいん	clerk, sales assistant	店員	n.
ちつじょ	order, system	秩序	n.
さんざん	severely, repeatedly	散々	adv.
さしみ	sashimi	刺し身	n.
おかず	food, side dish	おかず	n.
ぶたにく	pork 豚肉より鶏肉が好きです。 — I like chicken better than pork.	豚肉	n.
へい	soldier, troops	兵	n.
ぶちょう	head of department, manager	部長	n.
サミット	summit	サミット	n.
さんじゅうとし	thirty years old	三十歳	n.
にばい	twice, double	二倍	n.
ベンチ	bench	ベンチ	n.
おぎなう	supplement, compensate	補う	v.
とうにゅう(する)	investment	投入(する)	n.
あらそい	fight, struggle, competition	争い	n.
センス	sense	センス	n.
ハード	hard, tight	ハード	na-adj.
みのがす	miss, overlook	見逃す	v.
せんろ	track, railroad  線路に入るな。 — Keep off the tracks.	線路	n.
よんねんかん	four years	四年間	n.
りんく(する)	,	リンク(する)	n.
おおくらしょう	Ministry of Finance	大蔵省	n.
せいさく(する)	production	製作(する)	n.
せたい	household, family	世帯	n.
のぞきこむ	look into	覗き込む	v.
くぶん(する)	division, classification	区分(する)	n.
ほうき(する)	abandonment, renunciation	放棄(する)	n.
てんしょく(する)	change of job	転職(する)	n.
るいい	kind, sort, type	類い	n.
かっき	vigor, energy, liveliness	活気	n.
ひざし	sunshine	日差し	n.
じんかく	character, personality	人格	n.
ひなん(する)	evacuation	避難(する)	n.
ラスベガス	Las Vegas	ラスベガス	n.
かね	bell, chime	鐘	n.
わかものいたる	young people	若者達	n.
あつまり	meeting, gathering, group	集まり	n.
へんかん(する)	change, conversion	変換(する)	n.
かんげい(する)	reception, welcome	歓迎(する)	n.
かわさき	Kawasaki	川崎	n.
ししゅつ	expenses, payment, expenditure, spending	支出	n.
じく	axis; shaft; stem	軸	n.
しょくもつ	food, dish	食物	n.
そんがい	damage, loss	損害	n.
のみならず	not only ... but, as well as	のみならず	p.
まさよし	justice, right	正義	n.
いちもく	glance	一目	n.
ひゃくとし	hundred years, century  この建物は百年前に建てられた。 — This building was built a hundred years ago.	百年	n.
がいど(する)	guide, conductor	ガイド(する)	n.
おおがた	big, large	大型	n.
ちょうじょう	top, summit 山の頂上まで登った。 — I climbed to the top of the mountai	頂上	n.
すいみん	sleep	睡眠	n.
ゆるやか	gentle, soft, mild	緩やか	na-adj.
そうご	mutual, each other	相互	n.
にじゅうなな	. twenty-seven	二十七	num
ひろう(する)	announcement, introduction	披露(する)	n.
OB	OB (old boy), alumnus	OB	n.
このほう	this person	この方	pron.
じょうい	high rank	上位	n.
りーど(する)	lead	リード(する)	n.
しんしん	mind and body	心身	n.
さいけんもの	creditor	債権者	n.
ねんりょう	fuel	燃料	n.
ショップ	shop	ショップ	n.
ちょうかん	director general	長官	n.
しいる	force	強いる	v.
シート	seat; sheet	シート	n.
おいこむ	drive into	追い込む	v.
プライド	pride	プライド	n.
だいめい	title	題名	n.
といあわせ	inquiry	問い合わせ	n.
ねぎ	leek  私は葱が苦手だ。 — I don’t like leeks.	葱	n.
すえる	set, place	据える	v.
ぎょうせき	achievements	業績	n.
きどう(する)	starting	起動(する)	n.
がくねん	grade, year	学年	n.
じょせい(する)	subsidy	助成(する)	n.
てんか	the whole world	天下	n.
うちだす	work out, come up with; announce	打ち出す	v.
さかえる	prosper, flourish	栄える	v.
かがくてき	scientific	科学的	na-adj.
せんきゅうひゃくきゅうじゅうきゅうとし	1999 (year)	千九百九十九年	n.
しょみん	common people, ordinary people, masses	庶民	n.
せんきゅうひゃくきゅうじゅうとし		千九百九十年	
のりだす	venture out; embark on	乗り出す	v.
そんなこんな	what with one thing and another; after many twists and turns	そんなこんな	adv.
さます	wake up	覚ます	v.
じゅうきょ	house	住居	n.
ふっとう(する)	boiling	沸騰(する)	n.
しかける	begin, start; set	仕掛ける	v.
いちとしはん	one year and a half	一年半	n.
こっそり	secretly, on the sly	こっそり	adv.
へん	NEGATION (dialectal)	へん	aux.
くみたてる	assemble	組み立てる	v.
あんがい	unexpectedly	案外	adv.
じょうと(する)	transfer	譲渡(する)	n.
でもある	be ... , too	でもある	aux.
ざせつ(する)	setback	挫折(する)	n.
きゅうり	cucumber	きゅうり	n.
けんしょう(する)	verification	検証(する)	n.
かぶぬし	stockholder, shareholder	株主	n.
みわたす	look around	見渡す	v.
ちかう	vow, swear	誓う	v.
まっさーじ(する)	massage	マッサージ(する)	n.
にどめ	second time	二度目	n.
としうえ	older, senior	年上	n.
ちからづよい	strong, powerful	力強い	i-adj.
ピーク	peak	ピーク	n.
みじんぎり	minced, cut into fine pieces, chopped	みじん切り	n.
つよめる	strengthen, increase	強める	v.
きんえん(する)	no-smoking	禁煙(する)	n.
あつさ	thickness	厚さ	n.
じゅうだい	teen years, teens	十代	n.
タレント	celebrity, entertainer	タレント	n.
ふさぐ	cover; stop; block	ふさぐ	v.
ごと		ごと	
ぎゅうにく	beef	牛肉	n.
わくぐみ	frame, framework	枠組み	n.
かゆい	itchy	かゆい	i-adj.
ななじゅう	. seventy	七十	num
たようか(する)	diversification	多様化(する)	n.
きせる	put on, dress	着せる	v.
いんすとーる(する)		インストール(する)	
にとしめ	second year	二年目	n.
きこう	mechanism, structure, system	機構	n.
ちゃくじつ	steady	着実	na-adj.
せたがや	Setagaya (place name)	世田谷	n.
さと	village, countryside, one’s parents’ home 妻は里に帰っている。 — My wife is staying at her parents’ home.	里	n.
きまり	regulation; arrangement, settlement	決まり	n.
どくしん	single, unmarried	独身	n.
じゅうはちとし	eighteen years old	十八歳	n.
こうれいか(する)	aging; increase in age	高齢化(する)	n.
せんめい	clear, vivid	鮮明	na-adj.
エアコン	air-conditioning, air conditioner	エアコン	n.
きげん	period; deadline; term	期限	n.
ぶっけん	article, object; property	物件	n.
ぜんじょう	preceding article	前条	n.
ちゅうかん	middle, halfway	中間	n.
カラー	color	カラー	n.
スポーツクラブ	sports club, gym	スポーツクラブ	n.
ぐんまけん	Gunma Prefecture	群馬県	n.
フルーツ	fruit	フルーツ	n.
グラフ	graph	グラフ	n.
がか	artist, painter	画家	n.
くみこむ	build in; insert; integrate	組み込む	v.
マイク	microphone	マイク	n.
きがえる	change clothes; get dressed	着替える	v.
けいかくてき	planned, deliberate, premeditated	計画的	na-adj.
てんけいてき	typical	典型的	na-adj.
ちょうせつ(する)	adjustment	調節(する)	n.
かいひ(する)	avoidance	回避(する)	n.
うちあける	speak one’s mind; confess	打ち明ける	v.
しょもつ	book	書物	n.
ひま	space, room, gap	隙	n.
はんいうち	in range, within the limits	範囲内	n.
ゆうえんち	amusement park,	遊園地	n.
むっつ	six	六つ	n.
にじゅうとし	twenty years old	二十歳	n.
へんけん	prejudice, bias	偏見	n.
りくつ	reason, logic, theory	理屈	n.
けいき	momentum; opportunity, chance	契機	n.
いちのき	one building	一軒	n.
ふんそう	dispute, trouble, strife	紛争	n.
まほう	magic	魔法	n.
えいきょうちから	influence, impact	影響力	n.
ふれあい	touching, contact	触れ合い	n.
きょくりょく	as much as possible	極力	adv.
しりつ	private	私立	n.
めいき(する)	writing clearly	明記(する)	n.
えんぶん	salt	塩分	n.
どういつ	same, identical	同一	na-adj.
かおいろ	complexion 彼は顔色が悪い。 — He has a sickly complexio	顔色	n.
なにせ	anyhow, after all, in any case	何せ	adv.
しする	contribute	資する	v.
ほこり	dust	埃	n.
きそん	existing	既存	n.
あみ	net	網	n.
つ	[indicating contrasts or coordinations]	つ	p.
けいじ	police detective	刑事	n.
ボーリング	bowling	ボーリング	n.
かんしょく	feel, touch	感触	n.
あかく	open	明く	v.
ひとがら	personality  彼は人柄がいい。 — He has a nice personality.	人柄	n.
かく々	each	各々	n.
しょくむ	duty	職務	n.
URL	URL, Uniform Resource Locator	URL	n.
だし	soup stock	だし	n.
ろくじゅうとし	sixty years	六十年	n.
うすれる	become dim	薄れる	v.
しっこう(する)	execution, enforcement	執行(する)	n.
ぶんりょう	quantity, amount	分量	n.
たいがい	generally	大概	n.
ねつする	heat	熱する	v.
あじわい	profound, thought-provoking	味わい	n.
ちゅうとはんぱ	unfinished, half-done	中途半端	na-adj.
はたち	twenty years old	はたち	n.
いっしゅう	one round	一周	n.
いよう	strange	異様	na-adj.
ひげ	mustache; beard	髭	n.
したく(する)	preparations	支度(する)	n.
とめる	hold, keep	留める	v.
たちあげる	boot up, start	立ち上げる	v.
じゅしょう(する)	winning a prize	受賞(する)	n.
こくてつ	national railway	国鉄	n.
とぼしい	few, little	乏しい	i-adj.
いわう	celebrate	祝う	v.
ばい	times	倍	n.
ただただ	all (one) can do is, simply, nothing but	ただただ	adv.
ぎょうしゅ	category of business, type of industry	業種	n.
きしゃ	train	汽車	n.
うどん	udon, thick white noodles	うどん	n.
ごとし	five years old	五歳	n.
てきど	moderate	適度	na-adj.
ひなか	during the day	日中	n.
さっきょく(する)	musical composition	作曲(する)	n.
だいきらい	hate	大嫌い	na-adj.
いま	living room	居間	n.
しんきょう	state of mind	心境	n.
じゅうたくまち	housing; residential area	住宅街	n.
むごん	silence, in silence, without speaking	無言	n.
ちょうみりょう	seasoning, spice	調味料	n.
いちかいめ	first time	一回目	n.
なにじかん	how many hours	何時間	n.
みそ	miso; key point	みそ	n.
かふん	pollen	花粉	n.
こうぎ(する)	protest, objection	抗議(する)	n.
あきれる	be amazed, be disgusted	あきれる	v.
かずひ	few days	数日	n.
しんねん	belief, faith	信念	n.
イスラエル	Israel	イスラエル	n.
おそく	late	遅く	n.
おいつめる	run down, corner	追い詰める	v.
プラスチック	plastic	プラスチック	n.
しつこい	persistent; over-rich	しつこい	i-adj.
とう	tower	塔	n.
いえ	house, home  家においでよ。 — Come to my house.	家	n.
ろくとしせい	sixth grade, sixth year  娘は六年生です。 — My daughter is in Year	六年生	n.
しゅわ	sign language	手話	n.
いためる	hurt  腰を痛めてしまった。 — I hurt my back.	痛める	v.
けんきゅうかいはつ	research and development	研究開発	n.
きりとる	cut off, tear off	切り取る	v.
みんぽう	civil law  民法を学ぶ。 — I study civil law.	民法	n.
へんさい(する)	repayment	返済(する)	n.
たとえる	compare	例える	v.
なじみ	familiarity	なじみ	n.
にじゅうきゅう	. twenty-nine	二十九	num
ちけい	topography, landform	地形	n.
ほんのう	instinct	本能	n.
かいじょ(する)	cancellation	解除(する)	n.
